,iteration_qEHVI,iteration_qNEHVI,iteration_random,gap,zpve
387,,,,0.3185,0.209683
388,,,,0.2242,0.148803
389,,,,0.25,0.113258
390,,,3.0,0.2463,0.106798
391,,,,0.2503,0.170086
392,,,,0.2955,0.158246
393,,,,0.267,0.157769
394,,,,0.2002,0.058362
395,,,,0.2259,0.156257
396,,,,0.2216,0.107236
397,,,,0.2084,0.06717
398,,,,0.261,0.157366
399,,,,0.2397,0.113458
400,,,,0.3065,0.132094
401,,,,0.2871,0.157712
402,,,,0.2102,0.153222
403,,,,0.2686,0.169554
404,,,,0.3008,0.18341
405,,,,0.308,0.191675
406,,,,0.2699,0.170698
407,,,,0.2601,0.124362
408,,,,0.2918,0.201505
409,,,,0.2268,0.155711
410,,,,0.348,0.215743
411,,,,0.2449,0.11917
412,,,,0.2229,0.145241
413,,,,0.2826,0.135708
414,,,,0.2297,0.148569
415,,,,0.198,0.145387
416,,,,0.3094,0.148314
417,,,,0.2424,0.15892
418,,,,0.217,0.133916
419,,,,0.3103,0.181735
420,,,,0.1823,0.101891
421,,,,0.2211,0.137675
422,,,,0.2234,0.184316
423,,,,0.2669,0.158388
424,,,,0.2678,0.097463
425,,,,0.3435,0.203134
426,,,,0.2234,0.181934
427,,,,0.254,0.159001
428,,,,0.2002,0.171525
429,,,,0.2623,0.135394
430,,,2.0,0.3273,0.13077
431,,,,0.2405,0.15434
432,,,,0.2692,0.169154
433,,,,0.318,0.181498
434,,,,0.2753,0.203662
435,,,,0.2656,0.125346
436,0.0,0.0,0.0,0.2832,0.133713
437,,,,0.3133,0.172927
438,,,,0.2745,0.157529
439,,,,0.2727,0.130974
440,,,,0.2118,0.125641
441,,,,0.2451,0.160328
442,0.0,0.0,0.0,0.2715,0.168563
443,,,,0.2066,0.075892
444,,,,0.2757,0.13594
445,0.0,0.0,0.0,0.2743,0.144044
446,,,,0.2251,0.124306
447,,,,0.3233,0.171736
448,,,,0.1774,0.146224
449,,,,0.3105,0.180858
450,,,,0.2075,0.110065
451,,,,0.212,0.086597
452,,,,0.2997,0.179791
453,,,,0.3168,0.204524
454,,,,0.2671,0.147327
455,0.0,0.0,0.0,0.1675,0.112373
456,,,,0.2891,0.11872
457,,,,0.2555,0.075677
458,,,,0.2432,0.121499
459,,,,0.2371,0.128311
460,,,,0.2885,0.169319
461,,,,0.1712,0.112024
462,,,,0.231,0.136468
463,,,,0.2211,0.160088
464,,,,0.2248,0.182643
465,,,5.0,0.2677,0.145166
466,,,,0.218,0.127141
467,,,,0.2889,0.160793
468,,,,0.1689,0.098131
469,,,,0.2271,0.110166
470,,,,0.224,0.169943
471,,,,0.2766,0.148621
472,,,,0.3092,0.162549
473,,,,0.3379,0.18235
474,,,,0.2881,0.181316
475,,,,0.309,0.135819
476,0.0,0.0,0.0,0.2646,0.208987
477,,,,0.2763,0.147197
478,,,,0.2963,0.203305
479,,,,0.247,0.091095
480,,,,0.2746,0.135586
481,,,,0.2696,0.155756
482,,,,0.2136,0.159157
483,,,,0.2162,0.131258
484,,,,0.2897,0.204213
485,,,,0.188,0.112667
486,,,,0.2401,0.122731
487,,,,0.2284,0.157329
488,,,,0.2132,0.110745
489,,,,0.2502,0.156183
490,,,,0.2586,0.136633
491,,,,0.2461,0.158478
492,,,,0.2199,0.124764
493,,,,0.2674,0.131419
494,,,,0.2631,0.136686
495,,,,0.2085,0.118476
496,,,,0.176,0.125048
497,,,,0.1963,0.089532
498,,,,0.2324,0.159453
499,,,,0.2593,0.137907
500,,,,0.2948,0.171035
501,,,,0.2239,0.224884
502,,,,0.2288,0.110354
503,0.0,0.0,0.0,0.216,0.145001
504,,,,0.2047,0.125559
505,,,,0.2721,0.195056
506,,,,0.2161,0.116577
507,,,,0.3023,0.169304
508,,,,0.1827,0.131877
509,,,,0.213,0.144046
510,,,,0.2101,0.102978
511,,,,0.2384,0.121008
512,0.0,0.0,0.0,0.2486,0.146156
513,,,8.0,0.3179,0.203417
514,,,,0.2955,0.128939
515,,,,0.1531,0.123956
516,,,,0.3173,0.225601
517,,,,0.2906,0.156646
518,,,,0.3177,0.157951
519,,,,0.2592,0.147631
520,,,,0.2129,0.125013
521,,,,0.2851,0.170764
522,,,,0.1773,0.111765
523,,,,0.2333,0.178789
524,,,,0.2548,0.090592
525,,,,0.2038,0.123777
526,,,,0.2602,0.123949
527,,,,0.2118,0.125359
528,,,,0.1575,0.101849
529,,,,0.2264,0.11147
530,,,,0.1765,0.1375
531,,,,0.2292,0.141084
532,,,,0.2241,0.160283
533,,,,0.2004,0.123669
534,0.0,0.0,0.0,0.1933,0.135796
535,,,,0.2699,0.147041
536,,,,0.2328,0.146654
537,0.0,0.0,0.0,0.2395,0.114631
538,,,,0.2724,0.170806
539,,,,0.1556,0.125695
540,,,,0.1919,0.084368
541,,,,0.2454,0.161459
542,,,,0.2193,0.11147
543,,,,0.2581,0.159982
544,,8.0,,0.3245,0.162633
545,,,,0.2132,0.077586
546,,,,0.2568,0.178856
547,,,,0.3316,0.185207
548,,,,0.3068,0.205223
549,,,,0.258,0.20509
550,,,,0.2434,0.097541
551,,,,0.2275,0.225393
552,,,,0.2998,0.158594
553,,,,0.2839,0.156549
554,0.0,0.0,0.0,0.2651,0.077887
555,,,,0.2259,0.114113
556,,,,0.2264,0.132538
557,,,,0.3164,0.182997
558,,,7.0,0.1736,0.112138
559,,,,0.2119,0.136316
560,,,,0.2408,0.101312
561,,,,0.3382,0.182143
562,,,,0.2358,0.171043
563,,,,0.2022,0.135493
564,,,,0.2725,0.140526
565,,,,0.2909,0.186532
566,,,,0.2112,0.137196
567,,,,0.3097,0.184147
568,,,,0.2064,0.171425
569,,,,0.3447,0.205377
570,,,,0.2281,0.157975
571,,,,0.2284,0.146309
572,,2.0,,0.3386,0.221599
573,,,,0.2022,0.090469
574,,,,0.3303,0.205385
575,,,,0.2307,0.167072
576,,,,0.2555,0.170398
577,,,,0.2819,0.169214
578,,,,0.2685,0.125494
579,,,,0.2404,0.114122
580,,,,0.2627,0.114656
581,,,,0.3272,0.137703
582,,,,0.2834,0.102695
583,,,,0.2282,0.157697
584,,,,0.249,0.111819
585,,,,0.2682,0.144735
586,0.0,0.0,0.0,0.3108,0.159399
587,,,,0.3129,0.205681
588,,,,0.271,0.146783
589,,,,0.3028,0.174059
590,,,,0.3407,0.200673
591,,,,0.2783,0.172014
592,,,,0.1647,0.124641
593,,,,0.3408,0.157795
594,,,,0.3221,0.153815
595,,,,0.164,0.113895
596,,,,0.2253,0.14741
597,,,,0.2825,0.147413
598,,,,0.2705,0.148483
599,,,,0.1928,0.182258
600,,,,0.3133,0.181542
601,,,,0.2863,0.148192
602,,,,0.2797,0.123941
603,,,,0.2168,0.113397
604,,,,0.2378,0.182668
605,,,,0.2094,0.163027
606,,,,0.1757,0.114136
607,,,,0.1743,0.124084
608,,,,0.2282,0.132032
609,,,,0.3207,0.202411
610,,,,0.2727,0.145068
611,,,,0.2806,0.127393
612,,,,0.2063,0.135326
613,,1.0,,0.3168,0.096446
614,,,,0.2572,0.102488
615,,,,0.1882,0.083815
616,,,,0.3188,0.207694
617,0.0,0.0,0.0,0.1907,0.115084
618,,,,0.279,0.169929
619,,,,0.2444,0.107645
620,,,,0.2483,0.159191
621,,,,0.2887,0.15633
622,,,,0.1979,0.110324
623,,,,0.3009,0.153484
624,,,,0.2037,0.105692
625,,,,0.2788,0.150723
626,,,,0.1809,0.100524
627,,,,0.2703,0.171095
628,,,,0.2695,0.172465
629,,,,0.2848,0.161146
630,,,,0.0787,0.169633
631,,,,0.2046,0.112786
632,,,,0.287,0.088897
633,,,,0.3293,0.128024
634,,,,0.3103,0.180138
635,,,10.0,0.1828,0.149087
636,,,,0.231,0.108476
637,,,4.0,0.2518,0.150184
638,,,,0.2142,0.114638
639,,,,0.2739,0.137016
640,,,,0.2218,0.1576
641,,,,0.1756,0.136565
642,,,,0.1573,0.078609
643,,,,0.2176,0.107754
644,,,,0.2349,0.118677
645,,,,0.3186,0.173225
646,,,,0.3278,0.204931
647,,,,0.2157,0.124221
648,,,,0.2122,0.131121
649,,,,0.2531,0.204985
650,,,,0.2443,0.159528
651,,,,0.2509,0.12293
652,,,9.0,0.3361,0.202773
653,0.0,0.0,0.0,0.2702,0.094661
654,,,,0.2548,0.1004
655,,,,0.3212,0.215771
656,,,,0.1817,0.113536
657,,,,0.2828,0.168679
658,,,,0.311,0.203183
659,,,,0.2442,0.167611
660,,,,0.3028,0.170654
661,,,,0.2365,0.182759
662,,,,0.2251,0.119046
663,,,,0.3237,0.193629
664,,,,0.2528,0.147688
665,,,,0.2474,0.102267
666,,,,0.3019,0.209836
667,,,,0.357,0.165775
668,,,,0.3194,0.208302
669,,,,0.2593,0.114191
670,,,,0.2674,0.158574
671,,,,0.2683,0.153972
672,,,,0.2961,0.154709
673,,,,0.3202,0.152425
674,,,,0.2115,0.137556
675,,,,0.212,0.146491
676,,,,0.1809,0.100538
677,,,,0.149,0.114283
678,,,,0.295,0.111301
679,,,,0.2629,0.1029
680,,,,0.228,0.160439
681,,,,0.3261,0.204967
682,,,,0.2412,0.120417
683,,,,0.1656,0.170034
684,,,,0.1654,0.090535
685,,,,0.2434,0.128353
686,,,,0.2515,0.157149
687,,,,0.2104,0.083397
688,,,,0.3271,0.207009
689,,,,0.192,0.104124
690,,,,0.2915,0.17191
691,,,,0.2015,0.113688
692,,,,0.2765,0.158541
693,,,,0.3019,0.204631
694,,,,0.2019,0.099952
695,,,,0.1885,0.098845
696,,,,0.2617,0.090973
697,,,,0.1951,0.124422
698,,,,0.2652,0.15009
699,,,,0.1616,0.089765
700,,,,0.1866,0.137863
701,,,,0.2269,0.158516
702,,,,0.2918,0.171572
703,,,,0.3157,0.136539
704,,,,0.2009,0.15532
705,,,,0.2949,0.146483
706,,,,0.2261,0.175255
707,,,,0.2045,0.11318
708,,,,0.1946,0.147785
709,,,,0.2312,0.167248
710,,,,0.1664,0.106023
711,,,,0.2987,0.180164
712,,,,0.3399,0.182348
713,,,,0.2376,0.161134
714,,,,0.247,0.135055
715,,,,0.259,0.156777
716,,,,0.1368,0.16093
717,6.0,,,0.187,0.051764
718,,,,0.2664,0.15634
719,,,,0.2064,0.159381
720,,,,0.2028,0.178494
721,,,,0.216,0.147118
722,,,,0.2814,0.163974
723,,,,0.1462,0.138064
724,0.0,0.0,0.0,0.1972,0.177956
725,,,,0.2561,0.158559
726,,,,0.3406,0.203198
727,0.0,0.0,0.0,0.3058,0.158657
728,,,,0.303,0.202399
729,,,,0.3076,0.191971
730,0.0,0.0,0.0,0.2417,0.159271
731,,,,0.2215,0.159633
732,0.0,0.0,0.0,0.2632,0.204455
733,,,,0.2495,0.124315
734,,,,0.192,0.158658
735,,,1.0,0.181,0.125702
736,,,,0.3067,0.125458
737,,,,0.3134,0.182076
738,0.0,0.0,0.0,0.238,0.169797
739,0.0,0.0,0.0,0.2923,0.158523
740,,,,0.2025,0.123088
741,,,,0.2444,0.148752
742,,,,0.2944,0.169747
743,,,,0.2459,0.171795
744,,,,0.324,0.177845
745,,,,0.253,0.163628
746,,,,0.211,0.15659
747,,,,0.2999,0.169171
748,,,,0.2739,0.148846
749,,,,0.2954,0.171803
750,,4.0,,0.3583,0.202394
751,,,,0.2515,0.124413
752,,,,0.2274,0.20227
753,,,,0.3056,0.192072
754,,,,0.2517,0.183957
755,0.0,0.0,0.0,0.2793,0.169622
756,,,,0.3371,0.181166
757,,,,0.2328,0.110673
758,,,,0.3265,0.226747
759,,,,0.2733,0.195077
760,,,,0.2645,0.147503
761,,,,0.286,0.171213
762,,,,0.1987,0.109747
763,,,,0.2752,0.171824
764,,,,0.2033,0.111
765,,,,0.2101,0.109437
766,,,,0.29,0.193837
767,,,,0.2216,0.104998
768,,,,0.2174,0.178581
769,,,,0.2434,0.160203
770,,,,0.2503,0.149476
771,,,,0.328,0.148287
772,,,,0.2666,0.169197
773,,,,0.3005,0.149105
774,0.0,0.0,0.0,0.2718,0.128352
775,,,,0.2836,0.15969
776,,,,0.2279,0.146641
777,,,,0.2202,0.180166
778,,,,0.3105,0.159247
779,4.0,,,0.3422,0.198546
780,,,,0.2388,0.10957
781,,,,0.2425,0.11217
782,,,,0.2874,0.179241
783,,,,0.3151,0.193674
784,,,,0.1889,0.101224
785,,,,0.2694,0.151825
786,,,,0.2409,0.138611
787,,,,0.2869,0.193563
788,,,,0.257,0.129004
789,,,,0.2301,0.147711
790,3.0,,,0.3386,0.132594
791,,,,0.2521,0.126932
792,,,,0.3326,0.155311
793,,,,0.2292,0.13442
794,0.0,0.0,0.0,0.2101,0.158267
795,8.0,,,0.1686,0.077777
796,,,,0.2018,0.125763
797,,,,0.2633,0.12426
798,,,,0.221,0.148651
799,,,,0.2322,0.088618
800,,,,0.2238,0.159599
801,,,,0.2172,0.119658
802,,,,0.198,0.157929
803,,,,0.2638,0.146673
804,,,,0.2238,0.132719
805,,,,0.2197,0.179427
806,,,,0.3028,0.173303
807,,,,0.26,0.089581
808,,,,0.3109,0.156121
809,,,,0.2698,0.214377
810,,,,0.3135,0.197218
811,,,,0.3002,0.160414
812,,,,0.215,0.14725
813,,,,0.2669,0.12579
814,,,,0.299,0.146967
815,,,,0.2909,0.180698
816,,,,0.3133,0.185398
817,,,,0.1775,0.139115
818,,,,0.2848,0.116709
819,,,,0.18,0.1269
820,,,,0.2273,0.101967
821,,,,0.2735,0.145618
822,,,,0.2342,0.137014
823,,,,0.2823,0.112881
824,,,,0.2029,0.134613
825,,,,0.2332,0.151405
826,,,,0.2442,0.137441
827,,,,0.2835,0.128865
828,,,,0.2236,0.112905
829,,,,0.2077,0.169542
830,,,,0.3081,0.181192
831,,,,0.2515,0.158858
832,,,,0.2598,0.146539
833,,,,0.1836,0.115425
834,,,,0.3405,0.207113
835,,,,0.2668,0.144403
836,,,,0.3024,0.204568
837,,,,0.3151,0.174566
838,,,,0.2932,0.130917
839,,,,0.1679,0.14867
840,,,,0.2544,0.166568
841,,,,0.1666,0.127882
842,,7.0,,0.3363,0.232102
843,,,,0.1727,0.170336
844,,,,0.3061,0.204962
845,,,,0.2855,0.180907
846,,,,0.2803,0.145933
847,,,,0.2183,0.179771
848,,,,0.2242,0.203614
849,5.0,,,0.2667,0.033398
850,,,,0.2319,0.15986
851,,,,0.2069,0.114423
852,0.0,0.0,0.0,0.2197,0.124905
853,,,,0.2155,0.160345
854,,,,0.3338,0.180068
855,,,,0.2087,0.169004
856,,,,0.2349,0.136615
857,,,,0.3242,0.175377
858,,,,0.3114,0.123654
859,,,,0.2459,0.123417
860,,,,0.2923,0.168663
861,,,,0.2961,0.167082
862,,,,0.3008,0.155667
863,,,,0.3164,0.184067
864,,,,0.3058,0.15763
865,,,,0.2715,0.110547
866,,,,0.3107,0.195041
867,,,,0.2105,0.125253
868,,,,0.2256,0.135458
869,,,,0.2145,0.113838
870,,,,0.1779,0.089285
871,,,,0.16,0.124317
872,,,,0.3313,0.183479
873,,,,0.2614,0.134871
874,,,,0.3203,0.193146
875,,,,0.3022,0.180762
876,,,,0.2345,0.121665
877,,,,0.2597,0.134507
878,,,,0.2935,0.1605
879,,,,0.2183,0.13799
880,,,,0.308,0.136932
881,,,,0.3341,0.182626
882,,,,0.3233,0.226692
883,,,,0.1725,0.10151
884,,,,0.2523,0.171973
885,,,,0.2477,0.134705
886,,,,0.229,0.153964
887,,,,0.3172,0.181332
888,7.0,,,0.2857,0.071388
889,,,,0.2951,0.171097
890,,,,0.3053,0.192383
891,,,,0.1872,0.11493
892,,,6.0,0.2974,0.18174
893,,,,0.2566,0.159751
894,0.0,0.0,0.0,0.2506,0.156408
895,,,,0.2229,0.179652
896,,,,0.1775,0.110161
897,,,,0.221,0.152094
898,,,,0.25,0.16139
